treatment,inoculum,Plant,Sample Id,Operator,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom  NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),LengthTen(cm),ProjArea(cm2),ProjAreaTen(cm2)/RatioLeafToRootArea,SurfArea(cm2),SurfAreaTen(cm2),AvgDiam(mm),AvgDiamTen(mm),LenPerVol(cm/m3),LenPerVolTen(cm/m3),RootVolume(cm3),FractalDimension,FractalDeviation,Tips,Forks,Crossings,NofLinks,NLinksIL,NLinksEE,NLinksEEL,NLinksEI,NLinksII,LengthLinksIL,LengthLinksEE,LengthLinksEEL,LengthLinksEI,LengthLinksII,Altitude,ExternalPathLength,LinkAvgLength(cm),LinkAvgProjArea(cm2),LinkAvgSurfArea(cm2),LinkAvgDiam(mm),LinkAvgBrAngle(deg),NofNodules,LeafArea,...53,NAxis,Main NAxis,Main TotLength,Lateral NAxis,Lateral TotLength,Tertiary NAxis,Tertiary TotLength,NSeedlings/Seedling#,NumberOfClasses,ClassBoundaries,LenTotHistoClasses,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,SATotHistoClasses,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,PATotHistoClasses,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,VolTotHistoClasses,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000,GrpName...118,Background,GrpName...120,Root,GrpName...122,NotUsed
T,PC,7,PC_T7,Davide,16/04/2024 12:08:42,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,3745.0966,0,93.6929,0,294.3448,0,0.2502,0,624182.762,0,1.841,0,0,24636,26163,5693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3742.7718,3478.8063,206.8566,26.0689,10.2806,3.966,2.7925,0.534,0.3636,0.9928,12.1106,261.743,167.8495,43.0784,9.7395,5.4534,2.8105,2.3705,0.5379,0.4342,1.3399,28.1292,83.3154,53.4282,13.7123,3.1002,1.7359,0.8946,0.7546,0.1712,0.1382,0.4265,8.9538,8.1861,0.9314,0.7418,0.2935,0.2315,0.1592,0.1607,0.0432,0.0413,0.1439,5.4395,24543,79,9,3,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
T,PC,8,PC_T8,Davide,16/04/2024 12:20:59,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2061.1205,0,62.311,0,195.7557,0,0.3023,0,343520.0867,0,1.48,0,0,12719,13328,2289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2060.3769,1892.1648,122.2601,14.0727,3.499,0.8867,0.5975,0.2392,1.7542,3.9377,20.9649,175.5941,96.9068,24.8532,5.1217,1.8407,0.6367,0.5168,0.2386,2.042,5.3445,38.0931,55.8934,30.8464,7.911,1.6303,0.5859,0.2027,0.1645,0.0759,0.65,1.7012,12.1254,7.6344,0.5653,0.4163,0.1499,0.0776,0.0366,0.0357,0.019,0.1893,0.5779,5.5671,12636,69,9,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA
T,PC,9,PC_T9,Davide,16/04/2024 12:31:16,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,631.9176,0,29.0355,0,91.2177,0,0.4595,0,105319.6003,0,1.048,0,0,3611,2804,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,631.6931,473.4042,108.037,30.3107,7.6283,3.1998,2.3178,2.5733,2.2023,1.3012,0.7187,82.8495,30.7265,23.6549,11.5239,4.041,2.239,1.9619,2.6482,2.606,1.7389,1.7093,26.3718,9.7805,7.5296,3.6682,1.2863,0.7127,0.6245,0.8429,0.8295,0.5535,0.5441,2.41,0.2171,0.4283,0.3539,0.1713,0.1253,0.1326,0.2174,0.2456,0.1851,0.3335,3579,22,4,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
T,PC,10,PC_T10,Davide,16/04/2024 14:30:27,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-138,Smooth Off Area Off LWRatio Off,Off,0.006,1091.807,0,42.9559,0,134.9499,0,0.3934,0,181967.8356,0,1.327,0,0,8982,4789,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1091.5762,939.6549,102.9487,24.0258,3.091,0.7526,0.2622,1.5499,1.7573,1.1329,16.4009,123.9085,48.7236,23.7684,8.7458,1.6837,0.5268,0.2405,1.6177,2.0343,1.4996,35.0681,39.4413,15.5092,7.5657,2.7839,0.536,0.1677,0.0766,0.5149,0.6475,0.4773,11.1625,7.694,0.2813,0.4531,0.2565,0.0736,0.0295,0.0176,0.1346,0.1876,0.1582,6.1019,8912,54,9,4,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA
T,PC,11,PC_T11,Davide,16/04/2024 14:43:09,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-138,Smooth Off Area Off LWRatio Off,Off,0.006,1083.7193,0,40.6654,0,127.754,0,0.3752,0,180619.8762,0,1.198,0,0,8039,4544,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1083.3938,949.5888,67.9957,38.6161,6.887,3.0048,1.5266,1.908,0.9448,0.6106,12.3114,119.1426,54.4131,14.9545,14.4782,3.5698,2.1579,1.2828,1.8909,1.1196,0.8161,24.4599,37.9243,17.3202,4.7602,4.6086,1.1363,0.6869,0.4083,0.6019,0.3564,0.2598,7.7858,5.6681,0.3436,0.2736,0.437,0.1479,0.1237,0.0859,0.1494,0.1057,0.0868,3.9146,7973,51,8,0,1,1,2,0,0,3,NA,NA,NA,NA,NA,NA
T,PC,12,PC_T12,Davide,16/04/2024 14:54:58,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,746.9728,0,25.1751,0,79.0899,0,0.337,0,124495.4627,0,0.666,0,0,3383,2926,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,746.7432,679.028,46.6557,2.2175,2.5982,1.7122,0,0.5668,1.9007,2.9073,9.1568,73.7256,38.5056,9.6129,0.8007,1.5009,1.1615,0,0.5829,2.3043,3.8683,15.3885,23.4676,12.2567,3.0599,0.2549,0.4777,0.3697,0,0.1855,0.7335,1.2313,4.8983,3.315,0.2402,0.1635,0.0233,0.0693,0.0628,0,0.0477,0.2226,0.4098,2.0758,3340,36,1,0,0,0,1,1,1,3,NA,NA,NA,NA,NA,NA
T,PC,13,PC_T13,Davide,16/04/2024 15:09:24,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,2015.4122,0,52.8607,0,166.0668,0,0.2623,0,335902.0378,0,1.089,0,0,11361,8955,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2014.8678,1907.2853,75.5272,9.8128,2.6554,1.021,1.0829,4.0814,2.2039,4.7583,6.4396,151.2144,106.241,15.264,3.5605,1.4306,0.7353,0.9637,4.1184,2.6558,6.3442,9.9009,48.133,33.8176,4.8587,1.1333,0.4554,0.2341,0.3068,1.3109,0.8454,2.0194,3.1515,3.6455,0.6334,0.2549,0.1042,0.0618,0.0424,0.0683,0.3311,0.2548,0.674,1.2206,11286,62,7,1,0,1,1,1,0,2,NA,NA,NA,NA,NA,NA
T,PC,14,PC_T14,Davide,16/04/2024 15:21:36,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-138,Smooth Off Area Off LWRatio Off,Off,0.006,2264.8289,0,58.8949,0,185.0239,0,0.26,0,377471.4755,0,1.203,0,0,18117,12594,2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2264.3248,2082.9738,138.0501,24.8837,3.1442,1.9861,0.389,0.2427,0,1.9688,10.6864,168.3135,104.9452,28.8908,9.1573,1.6935,1.3774,0.3317,0.2397,0,2.7537,18.9241,53.5758,33.4051,9.1962,2.9149,0.5391,0.4384,0.1056,0.0763,0,0.8765,6.0237,4.5651,0.6106,0.5,0.2714,0.073,0.0763,0.0225,0.0189,0,0.2942,2.698,18031,75,8,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
T,PC,15,PC_T15,Davide,16/04/2024 15:36:56,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-142,Smooth Off Area Off LWRatio Off,Off,0.006,1673.8617,0,46.6486,0,146.5508,0,0.2787,0,278976.9509,0,1.021,0,0,13275,6063,1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1673.4007,1574.6795,68.3038,9.5656,1.3543,1.0684,0,1.7498,0.2224,1.4569,15.0001,134.9427,83.128,13.7411,3.5478,0.7545,0.7458,0,1.7333,0.256,1.9429,29.0934,42.9536,26.4605,4.3739,1.1293,0.2402,0.2374,0,0.5517,0.0815,0.6184,9.2607,5.8142,0.4835,0.2279,0.1058,0.0337,0.0415,0,0.1368,0.0234,0.2063,4.5553,13218,46,5,0,1,0,1,0,0,4,NA,NA,NA,NA,NA,NA
T,PC,16,PC_T16,Davide,16/04/2024 15:54:38,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2922.5227,0,68.2586,0,214.4406,0,0.2336,0,487087.1112,0,1.252,0,0,18515,15368,3672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2921.6058,2778.1421,115.7274,11.6258,2.32,1.0707,0.0465,0.065,0.5125,1.1892,10.9065,191.6419,139.9841,23.7179,4.307,1.2213,0.7434,0.04,0.0677,0.6237,1.6104,19.3264,61.0015,44.5583,7.5496,1.371,0.3887,0.2366,0.0127,0.0215,0.1985,0.5126,6.1518,4.3653,0.7548,0.4012,0.1288,0.0514,0.0412,0.0027,0.0056,0.0605,0.1738,2.7453,18441,64,6,3,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
T,PC,17,PC_T17,Davide,16/04/2024 16:08:01,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2012.1272,0,60.2034,0,189.1346,0,0.2992,0,335354.527,0,1.415,0,0,12739,9312,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2011.3363,1837.1953,100.8414,37.6136,16.2319,3.1031,0.8854,0.2346,0,0.5835,14.6475,171.2362,95.5618,22.2376,14.4571,8.7318,2.1098,0.7722,0.2253,0,0.7862,26.3544,54.5062,30.4183,7.0785,4.6018,2.7794,0.6716,0.2458,0.0717,0,0.2502,8.3889,5.8479,0.5427,0.4065,0.448,0.3764,0.1146,0.0538,0.0172,0,0.0844,3.8043,12685,44,4,4,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
T,PC,18,PC_T18,Davide,16/04/2024 16:26:04,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,885.683,0,37.9885,0,119.3445,0,0.4289,0,147613.8321,0,1.28,0,0,4578,5328,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,885.4921,758.7153,84.0978,16.3725,8.8333,2.1442,1.3773,0.8519,0.6292,0,12.4707,107.8001,48.571,17.0599,6.3645,4.6567,1.5058,1.188,0.8676,0.7354,0,26.8512,34.3138,15.4606,5.4303,2.0259,1.4823,0.4793,0.3782,0.2762,0.2341,0,8.547,6.0026,0.3278,0.2849,0.1997,0.1965,0.0845,0.0819,0.0704,0.0685,0,4.6884,4556,16,2,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA
T,PC,19,PC_T19,Davide,16/04/2024 16:37:43,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,3073.5414,0,94.7773,0,297.7516,0,0.3084,0,512256.9066,0,2.295,0,0,22989,17794,2906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3072.1655,2745.2339,244.4156,56.2285,6.6282,3.0681,1.969,1.5647,0.8069,0.2531,11.9973,268.2161,152.4356,53.289,20.7646,3.5503,2.1747,1.6767,1.5414,0.917,0.3417,31.525,85.3758,48.5218,16.9624,6.6096,1.1301,0.6922,0.5337,0.4906,0.2919,0.1088,10.0347,9.9554,0.9515,0.9649,0.6186,0.1525,0.1233,0.1138,0.1209,0.083,0.0367,6.7902,22884,85,14,2,2,0,0,0,0,2,NA,NA,NA,NA,NA,NA
T,PC,20,PC_T20,Davide,16/04/2024 16:53:01,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,4337.6916,0,115.5587,0,363.0383,0,0.2664,0,722948.599,0,2.418,0,0,37776,28731,5345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,4335.1827,4031.4285,221.8744,34.9859,9.9962,4.2983,5.4551,6.0675,4.2071,2.0447,14.825,325.1099,208.4237,45.7173,13.2143,5.3692,2.93,4.7409,6.1847,4.8322,2.7277,30.9699,103.4857,66.3433,14.5523,4.2063,1.7091,0.9326,1.5091,1.9686,1.5381,0.8683,9.858,9.6934,1.23,0.7783,0.4038,0.2313,0.1595,0.3288,0.5025,0.442,0.2899,5.3273,37654,105,5,3,2,0,1,2,0,4,NA,NA,NA,NA,NA,NA
T,PC,21,PC_T21,Davide,16/04/2024 17:05:01,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,2781.3881,0,84.155,0,264.3808,0,0.3026,0,463564.6889,0,2,0,0,22653,13465,2508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2780.5746,2508.6897,184.1484,34.0692,21.1952,6.5125,3.5649,3.8414,3.529,2.63,12.3944,241.0242,136.1924,37.3152,13.0596,11.368,4.5717,3.0046,3.8003,4.0911,3.569,24.0521,76.7204,43.3514,11.8778,4.157,3.6186,1.4552,0.9564,1.2097,1.3022,1.1361,7.656,7.6608,0.8384,0.625,0.4039,0.4886,0.2565,0.2023,0.2994,0.3777,0.3858,3.7832,22572,58,15,2,1,2,0,0,0,3,NA,NA,NA,NA,NA,NA
T,PC,22,PC_T22,Davide,16/04/2024 17:21:27,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-137,Smooth Off Area Off LWRatio Off,Off,0.006,2806.6289,0,104.508,0,328.3215,0,0.3724,0,467771.4873,0,3.056,0,0,21101,14677,2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2805.7304,2405.4618,254.9208,81.243,27.2352,7.2754,1.5403,0.7122,4.1392,2.6037,20.5988,301.1612,147.5886,53.0917,31.5659,14.4877,5.0457,1.2898,0.7106,4.9186,3.4062,39.0565,95.8626,46.9789,16.8996,10.0477,4.6116,1.6061,0.4105,0.2262,1.5656,1.0842,12.4321,10.7932,0.9878,0.9167,0.988,0.6169,0.2795,0.0861,0.0565,0.4658,0.355,6.0409,20954,116,16,5,4,2,1,1,0,2,NA,NA,NA,NA,NA,NA
T,PC,23,PC_T23,Davide,16/04/2024 17:34:00,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-142,Smooth Off Area Off LWRatio Off,Off,0.006,3219.9856,0,80.699700000000007,0,253.5257,0,0.2506,0,536664.2623,0,1.588,0,0,25861,19504,3782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3218.6588,3012.7636,160.0543,20.9504,5.934,3.1874,2.3509,0,0.1189,0.3355,12.9639,223.38,140.7654,32.1982,8.0827,3.1676,2.2348,1.9656,0,0.1532,0.4619,34.3508,71.1041,44.807,10.249,2.5728,1.0083,0.7114,0.6257,0,0.0488,0.147,10.9342,9.6253,0.7642,0.5338,0.2511,0.1354,0.1251,0.1312,0,0.0142,0.0506,7.6199,25771,77,6,5,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
T,PC,24,PC_T24,Davide,16/04/2024 17:44:55,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,3343.199,0,80.6956,0,253.5129,0,0.2414,0,557199.8305,0,1.53,0,0,32254,18455,3823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3341.9724,3165.7967,111.7644,34.2802,4.4609,3.6827,2.7611,1.2693,1.5781,3.1662,13.2126,226.0305,150.1245,24.381,12.7824,2.3789,2.6739,2.3609,1.2915,1.8763,4.2683,23.8928,71.9477,47.7861,7.7607,4.0688,0.7572,0.8511,0.7515,0.4111,0.5973,1.3586,7.6053,6.2735,0.8003,0.4433,0.3834,0.1015,0.1548,0.1612,0.1049,0.1778,0.4585,3.4878,32133,103,11,0,2,0,0,0,0,5,NA,NA,NA,NA,NA,NA
T,PC,25,PC_T25,Davide,16/04/2024 18:00:19,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-137,Smooth Off Area Off LWRatio Off,Off,0.006,2034.0672,0,76.2713,0,239.6134,0,0.375,0,339011.1966,0,2.246,0,0,13935,9422,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2033.5442,1783.3509,175.7134,35.7623,6.2073,1.0706,4.1251,2.9085,2.564,1.2345,20.6077,220.6705,107.4623,37.9321,13.7077,3.1813,0.7171,3.6664,2.8925,3.0005,1.6693,46.4412,70.2416,34.2063,12.0742,4.3633,1.0127,0.2283,1.1671,0.9207,0.9551,0.5313,14.7827,11.5529,0.7018,0.6776,0.4243,0.1301,0.0383,0.2599,0.2293,0.2796,0.1798,8.6323,13763,139,22,6,1,1,1,0,0,2,NA,NA,NA,NA,NA,NA
