treatment,inoculum,Plant,Sample Id,Operator,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom  NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),LengthTen(cm),ProjArea(cm2),ProjAreaTen(cm2)/RatioLeafToRootArea,SurfArea(cm2),SurfAreaTen(cm2),AvgDiam(mm),AvgDiamTen(mm),LenPerVol(cm/m3),LenPerVolTen(cm/m3),RootVolume(cm3),FractalDimension,FractalDeviation,Tips,Forks,Crossings,NofLinks,NLinksIL,NLinksEE,NLinksEEL,NLinksEI,NLinksII,LengthLinksIL,LengthLinksEE,LengthLinksEEL,LengthLinksEI,LengthLinksII,Altitude,ExternalPathLength,LinkAvgLength(cm),LinkAvgProjArea(cm2),LinkAvgSurfArea(cm2),LinkAvgDiam(mm),LinkAvgBrAngle(deg),NofNodules,LeafArea,...53,NAxis,Main NAxis,Main TotLength,Lateral NAxis,Lateral TotLength,Tertiary NAxis,Tertiary TotLength,NSeedlings/Seedling#,NumberOfClasses,ClassBoundaries,LenTotHistoClasses,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,SATotHistoClasses,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,PATotHistoClasses,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,VolTotHistoClasses,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000,GrpName...118,Background,GrpName...120,Root,GrpName...122,NotUsed
NT,NI,20,NI_NT20,Davide,18/04/2024 16:32:17,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-138,Smooth Off Area Off LWRatio Off,Off,0.006,3808.0194,0,107.9365,0,339.0926,0,0.2834,0,634669.8982,0,2.403,0,0,31303,24388,4950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3806.7108,3508.1089,227.3061,33.5238,5.9833,6.8955,3.4245,1.9605,0.0233,0.4436,19.0413,299.9943,188.1261,47.742,12.2846,3.2049,4.9909,2.8759,2.0268,0.0359,0.5961,38.1112,95.4912,59.8824,15.1967,3.9103,1.0202,1.5886,0.9154,0.6451,0.0114,0.1897,12.1312,9.3352,1.1029,0.8279,0.3627,0.1375,0.2883,0.1929,0.1672,0.0041,0.0638,6.188,31198,89,11,0,1,2,2,0,0,0,NA,NA,NA,NA,NA,NA
NT,NI,21,NI_NT21,Davide,18/04/2024 16:44:15,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-142,Smooth Off Area Off LWRatio Off,Off,0.006,2256.7792,0,59.0111,0,185.3889,0,0.2615,0,376129.859,0,1.212,0,0,24064,11223,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2255.6144,2122.7087,97.3951,13.0735,4.0233,2.0014,2.055,1.9391,0.0633,0.995,11.3601,163.6362,107.8724,19.318,4.9305,2.1542,1.4222,1.7306,2.0002,0.0662,1.403,22.7389,52.087,34.3369,6.1491,1.5694,0.6857,0.4527,0.5509,0.6367,0.0211,0.4466,7.238,5.4034,0.6046,0.3152,0.1498,0.0926,0.0807,0.1163,0.1643,0.0054,0.1573,3.7171,23978,72,9,1,0,1,1,0,0,2,NA,NA,NA,NA,NA,NA
NT,NI,22,NI_NT22,Davide,18/04/2024 17:04:41,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-138,Smooth Off Area Off LWRatio Off,Off,0.006,2965.2235,0,81.0808,0,254.7227,0,0.2734,0,494203.9124,0,1.741,0,0,28813,17395,3218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2963.9951,2699.8965,203.7919,29.0661,4.3727,2.7143,2.1756,1.6459,4.0872,3.3328,12.9123,229.1833,138.3342,41.9434,10.6143,2.3626,1.9749,1.9108,1.6406,4.9574,4.4367,21.0084,72.9513,44.0332,13.351,3.3786,0.752,0.6286,0.6082,0.5222,1.578,1.4122,6.6872,6.0341,0.8216,0.7151,0.3116,0.1023,0.1146,0.1338,0.1302,0.4788,0.4707,2.7555,28675,121,10,5,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
NT,NI,23,NI_NT23,Davide,18/04/2024 17:15:24,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-142,Smooth Off Area Off LWRatio Off,Off,0.006,1824.5726,0,41.0396,0,128.9298,0,0.2249,0,304095.4405,0,0.725,0,0,29510,8133,1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1824.2821,1750.0302,56.5829,3.9641,0.6264,0.227,0.7152,0.1483,0,0.0755,11.9124,115.1323,78.7238,10.912,1.5,0.3201,0.163,0.64,0.157,0,0.1672,22.5491,36.6477,25.0586,3.4734,0.4775,0.1019,0.0519,0.2037,0.05,0,0.0532,7.1776,4.1689,0.4255,0.1728,0.0457,0.013,0.0093,0.0456,0.0132,0,0.0181,3.4256,29445,57,4,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA
NT,NI,24,NI_NT24,Davide,18/04/2024 17:26:25,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,2121.7177,0,48.9504,0,153.7822,0,0.2307,0,353619.6199,0,0.887,0,0,14810,10243,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2121.2024,2016.1295,78.4926,9.4743,1.7219,0.8627,0.4532,0.7843,5.6735,7.2449,0.3654,137.743,98.7471,15.669,3.5561,0.9123,0.5866,0.3718,0.8216,6.8281,9.6208,0.6294,43.8449,31.4322,4.9876,1.1319,0.2904,0.1867,0.1184,0.2615,2.1735,3.0624,0.2003,2.8325,0.5457,0.2574,0.1074,0.0388,0.0319,0.0243,0.0686,0.6544,1.0174,0.0865,14726,73,7,2,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
NT,NI,25,NI_NT25,Davide,18/04/2024 17:38:40,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,3968.3391,0,94.3781,0,296.4977,0,0.2378,0,661389.8419,0,1.763,0,0,26845,20657,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3966.9508,3750.9594,159.7934,29.1031,7.6654,2.2233,0.9515,0.0164,0.5591,0.0833,15.596,269.9085,184.633,32.1719,11.0018,4.1678,1.5576,0.79,0.0138,0.6561,0.1058,34.8108,85.9146,58.7705,10.2406,3.502,1.3267,0.4958,0.2515,0.0044,0.2089,0.0337,11.0806,8.6036,1.0259,0.5346,0.3339,0.1819,0.0873,0.0523,9e-4,0.0613,0.0107,6.3148,26747,80,9,2,1,2,0,0,0,4,NA,NA,NA,NA,NA,NA
T,NI,1,NI_T1,Davide,1707039280,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-138,Smooth Off Area Off LWRatio Off,Off,0.006,1088.0749,0,47.6841,0,149.804,0,0.4382,0,181345.8104,0,1.641,0,0,4456,5023,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1087.8871,916.5038,122.7148,11.2578,3.7277,3.2632,3.6916,1.8647,0.5893,1.9127,22.3616,136.3884,57.0416,25.7191,4.1925,2.0516,2.3,3.2,1.8858,0.6763,2.6115,36.71,43.4138,18.1569,8.1867,1.3345,0.653,0.7321,1.0186,0.6003,0.2153,0.8313,11.6851,6.7601,0.3674,0.4419,0.1261,0.0907,0.1297,0.2213,0.152,0.0618,0.284,4.8852,4385,59,6,0,1,0,0,0,0,5,NA,NA,NA,NA,NA,NA
T,NI,2,NI_T2,Davide,1707040816,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,1834.5633,0,58.9868,0,185.3125,0,0.3215,0,305760.5466,0,1.49,0,0,4154,6853,1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1834.4225,1531.8251,258.2332,35.9918,7.0753,0.8354,0.4246,0.0371,0,0,0,171.1619,97.6135,55.2279,13.6468,3.7131,0.5597,0.3601,0.0408,0,0,0,54.4825,31.0714,17.5796,4.3439,1.1819,0.1782,0.1146,0.013,0,0,0,2.2447,0.6393,0.9738,0.4179,0.1559,0.0299,0.0243,0.0036,0,0,0,4114,30,9,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
T,NI,3,NI_T3,Davide,1707041811,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,1081.7297,0,44.8089,0,140.7714,0,0.4142,0,180288.2796,0,1.458,0,0,2273,3140,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1081.7112,874.4686,144.5017,22.9895,15.9378,15.5082,5.5249,1.5275,0.8077,0,0.4453,129.5208,62.717,30.4955,8.4137,8.9298,10.8049,4.8063,1.5482,0.9572,0,0.8481,41.2278,19.9634,9.707,2.6782,2.8425,3.4393,1.5299,0.4928,0.3047,0,0.27,2.911,0.4482,0.5344,0.2474,0.3999,0.6013,0.3335,0.1251,0.0904,0,0.1308,2224,37,6,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA
T,NI,4,NI_T4,Davide,1707042520,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-142,Smooth Off Area Off LWRatio Off,Off,0.006,766.162,0,24.6981,0,77.5914,0,0.3224,0,127693.6713,0,0.625,0,0,2551,3686,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,766.0038,700.7258,45.0871,6.2306,1.6706,1.133,1.5624,2.8171,5.2959,1.3107,0.1706,70.0438,44.3859,9.2225,2.3461,0.9151,0.795,1.3335,2.8484,6.2369,1.7138,0.2467,22.2956,14.1285,2.9356,0.7468,0.2913,0.2531,0.4245,0.9067,1.9853,0.5455,0.0785,1.715,0.2913,0.156,0.0712,0.0401,0.0444,0.0908,0.2296,0.5849,0.1784,0.0284,2517,26,4,0,1,0,0,0,3,0,NA,NA,NA,NA,NA,NA
T,NI,5,NI_T5,Davide,1707046772,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-142,Smooth Off Area Off LWRatio Off,Off,0.006,1757.7301,0,49.0457,0,154.0816,0,0.279,0,292955.0207,0,1.075,0,0,10497,9321,1439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1757.1447,1595.7535,143.6961,12.0898,2.0743,0.6395,0.1374,0.4432,0.9261,1.2596,0.1251,135.8349,96.019,30.2338,4.5216,1.1145,0.4264,0.1258,0.4441,1.1076,1.6516,0.1906,43.2376,30.5638,9.6237,1.4393,0.3547,0.1357,0.04,0.1414,0.3526,0.5257,0.0607,1.6907,0.6138,0.5238,0.1365,0.048,0.0227,0.0092,0.0354,0.1056,0.1725,0.0232,10404,84,8,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
T,NI,6,NI_T6,Davide,1707048068,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-144,Smooth Off Area Off LWRatio Off,Off,0.006,2674.1611,0,68.2332,0,214.361,0,0.2552,0,445693.51,0,1.367,0,0,9688,14236,3384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2673.5335,2445.944,196.0973,23.4396,5.8585,1.8538,0.1719,0.1684,0,0,0,190.1164,135.1352,41.6011,8.6842,3.1589,1.2245,0.1466,0.1658,0,0,0,60.5159,43.0149,13.242,2.7643,1.0055,0.3898,0.0467,0.0528,0,0,0,2.0424,0.8296,0.7295,0.2592,0.1365,0.0646,0.01,0.013,0,0,0,9606,72,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
T,NI,7,NI_T7,Davide,1707048667,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-145,Smooth Off Area Off LWRatio Off,Off,0.006,2115.9191,0,43.4693,0,136.5629,0,0.2054,0,352653.1821,0,0.701,0,0,13000,10770,2308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2115.4416,2018.0866,75.9993,12.3891,7.1373,1.4591,0.3665,0,0.0038,0,0,118.213,91.9729,16.1712,4.7564,3.8261,1.0128,0.2977,0,0.1758,0,0,37.6284,29.2759,5.1475,1.514,1.2179,0.3224,0.0947,0,0.056,0,0,1.1587,0.4703,0.2852,0.1475,0.1641,0.0562,0.0193,0,0.0161,0,0,12903,88,5,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
T,NI,8,NI_T8,Davide,1714833811,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,1147.9296,0,50.9676,0,160.1195,0,0.444,0,191321.5923,0,1.777,0,0,1994,4581,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1147.7758,957.3648,135.2631,18.0873,9.6158,5.5018,2.8496,1.477,2.9612,1.6288,13.0264,146.7113,69.8232,27.82,6.7447,5.2542,3.804,2.4326,1.516,3.5376,2.1697,23.6093,46.6997,22.2254,8.8554,2.1469,1.6725,1.2108,0.7743,0.4826,1.1261,0.6906,7.5151,5.894,0.4952,0.4718,0.2027,0.2299,0.2101,0.1657,0.1242,0.3367,0.2303,3.4275,1947,39,4,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA
T,NI,9,NI_T9,Davide,1714834465,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-145,Smooth Off Area Off LWRatio Off,Off,0.006,1428.5377,0,42.5515,0,133.6795,0,0.2979,0,238089.6141,0,0.995,0,0,5504,5933,1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1428.3361,1286.0354,117.836,7.8268,3.2431,0.6299,1.0035,1.9036,1.6876,1.1081,7.0621,120.2478,73.9494,23.943,2.9265,1.7581,0.455,0.8653,1.937,1.9419,1.4937,10.9778,38.276,23.5388,7.6213,0.9315,0.5596,0.1448,0.2754,0.6166,0.6181,0.4755,3.4943,2.9618,0.4561,0.3987,0.0882,0.0763,0.0263,0.0596,0.1572,0.178,0.1603,1.3613,5463,35,5,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
T,NI,10,NI_T10,Davide,1714835803,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-142,Smooth Off Area Off LWRatio Off,Off,0.006,1175.4557,0,35.3939,0,111.1932,0,0.3011,0,195909.2821,0,0.837,0,0,6657,6788,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1175.2261,1082.6659,63.5994,8.3829,3.3906,1.5692,1.5918,1.9458,2.0965,4.6623,5.3216,98.9549,59.3824,13.2408,3.1793,1.8292,1.0827,1.4356,1.9984,2.5632,6.2225,8.0209,31.4983,18.902,4.2147,1.012,0.5823,0.3446,0.457,0.6361,0.8159,1.9807,2.5531,2.9657,0.361,0.2269,0.0975,0.079,0.0596,0.1033,0.1637,0.2495,0.6617,0.9636,6597,51,4,0,1,1,0,1,0,2,NA,NA,NA,NA,NA,NA
T,NI,11,NI_T11,Davide,1714836175,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-136,Smooth Off Area Off LWRatio Off,Off,0.006,1036.2873,0,40.7888,0,128.1418,0,0.3936,0,172714.5473,0,1.261,0,0,4875,4721,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1036.1267,899.7992,73.6017,19.3171,11.0559,8.6214,1.4831,3.406,1.3808,6.7743,10.6872,120.0485,51.6294,15.5001,7.3909,5.9453,6.0599,1.2568,3.4303,1.6628,8.9503,18.2227,38.2126,16.4341,4.9338,2.3526,1.8925,1.9289,0.4001,1.0919,0.5293,2.849,5.8005,5.364,0.3149,0.2695,0.2287,0.2564,0.3401,0.085,0.2754,0.1596,0.9419,2.4926,4820,40,7,1,2,1,1,1,0,2,NA,NA,NA,NA,NA,NA
T,NI,12,NI_T12,Davide,1714837017,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-150,Smooth Off Area Off LWRatio Off,Off,0.006,813.5053,0,34.7183,0,109.0709,0,0.4268,0,135584.2136,0,1.164,0,0,1996,5025,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,813.3177,666.8343,106.6773,20.5361,4.5887,1.1049,0.4775,2.4031,0.7609,6.2265,3.7084,97.0211,44.1181,23.4234,7.5729,2.4653,0.79990000000000006,0.4111,2.4138,0.9121,8.4077,6.4969,30.8828,14.0432,7.4559,2.4105,0.7847,0.2546,0.1309,0.7683,0.2903,2.6763,2.068,3.2586,0.2936,0.4263,0.2254,0.1061,0.0463,0.0283,0.1933,0.0871,0.904,0.9481,1969,23,2,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
T,NI,13,NI_T13,Davide,1714838081,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-143,Smooth Off Area Off LWRatio Off,Off,0.006,3008.1671,0,89.7878,0,282.0766,0,0.2985,0,501361.184,0,2.105,0,0,11025,19757,4119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3007.2767,2735.383,196.4289,36.3143,12.8238,4.2399,4.74,1.5019,0.7015,0.2671,14.8763,253.22,147.5914,41.0007,13.7097,7.0375,3.0533,3.9766,1.5633,0.849,0.3494,34.0891,80.6024,46.9798,13.0509,4.3639,2.2401,0.9719,1.2658,0.4976,0.2702,0.1112,10.8509,9.3439,0.8627,0.7065,0.4179,0.3095,0.1757,0.2661,0.1297,0.0818,0.0364,6.3575,10954,64,3,1,0,0,1,0,0,2,NA,NA,NA,NA,NA,NA
